"Date","AEX_disc_return","MSCI_disc_return","ECM_disc_return","NSI_disc_return","VASN_disc_return","WHA_disc_return"
2020-01-03,-0.295331799565986,-0.519526107942086,0.0419463087248388,1.14810562571757,-0.739371534195931,1.37931034482757
2020-01-06,-0.62514319379438,-0.0723371971982512,-0.922431865828102,-0.113507377979562,-1.30353817504656,-0.680272108843523
2020-01-07,0.40675844806008,-0.0406087785585681,-0.423190859077435,0,-0.754716981132073,-0.782778864970646
2020-01-08,0.126289547489787,0.118343195266285,-2.25244368890778,-1.02272727272728,-1.90114068441065,-2.36686390532545
2020-01-09,0.339077447254609,0.675699516601377,0.347826086956514,0.688863375430549,0.387596899224798,-1.11111111111112
2020-01-10,-0.346094196392132,-0.035047752562855,-1.08318890814558,-0.228050171037632,-1.54440154440154,-1.88968335035749
2020-01-13,-0.250642989368146,0.504864580594267,0,1.71428571428571,0.588235294117642,-0.832899531494014
2020-01-14,0.36951880440138,0.00697678474874219,1.27025843188788,0.898876404494379,0,0.419947506561671
2020-01-15,0.0670866399410895,0.068018905767652,-0.821799307958483,-0.668151447661464,-2.14424951267055,-1.46366962885519
2020-01-16,0.0817581267577997,0.545524261015058,0.741386829481037,0.896860986547082,2.39043824701194,-0.265251989389924
2020-01-17,0.573473188903066,0.407356688450142,-3.11688311688313,-1.44444444444444,-1.75097276264591,-1.43617021276596
2020-01-20,-0.217684422567707,-0.0293488018783163,-0.848972296693466,-0.225479143179259,-0.594059405940588,-1.24123043712898
2020-01-21,-0.380964785178196,-0.411003851002469,0.585849481748531,0.45197740112995,-0.199203187250999,-0.983606557377047
2020-01-22,-0.0539312621549692,0.104042032981309,0.358422939068093,1.01237345331833,-0.798403193612772,-0.607064017660041
2020-01-23,-0.971286545882651,-0.268495903272178,-0.267857142857137,1.55902004454344,-1.20724346076459,-0.388672959466964
2020-01-24,1.4233347643737,-0.425539305936715,1.88003581020592,-0.548245614035088,0.407331975560073,1.50501672240802
2020-01-27,-2.53158374576712,-1.6169826789234,-1.84534270650264,0.88202866593164,-1.21703853955374,-0.604063701263039
2020-01-28,0.713223872120794,0.599269529449309,-3.13339301700984,1.85792349726776,1.02669404517454,-6.79558011049724
2020-01-29,0.374817566671088,-0.00881212548465889,0,3.00429184549356,0,3.4973325429757
2020-01-30,-1.03598691384951,-0.326077377280342,0,1.04166666666667,0,-2.23367697594502
2020-01-31,-1.57776108189332,-1.21662245800177,-1.24768946395564,1.44329896907217,-1.21951219512195,-2.75336848271821
2020-02-03,0.485156912637831,0.318642368694277,-0.79550772110436,0.508130081300813,-0.823045267489709,-0.120481927710862
2020-02-04,2.20136403538388,1.47216274089936,0.707547169811331,-0.303336703741164,1.03734439834025,3.73944511459591
2020-02-05,1.32309217046581,0.845863008880693,0.0936768149882884,-0.405679513184576,-0.205338809034911,-0.116279069767439
2020-02-06,0.87054335599355,0.561503853799727,0.374356574637334,0.610997963340116,0.617283950617278,1.74621653084983
2020-02-07,-0.370101010101004,-0.542762017063189,-2.84382284382284,-0.404858299595133,-3.2719836400818,-13.6727688787185
2020-02-10,0.103818577036626,0.256298491849015,0.38387715930903,1.6260162601626,-0.634249471458768,4.44002650762094
2020-02-11,1.09382596013612,0.433028416402909,3.77629063097514,2,2.7659574468085,0.317258883248735
2020-02-12,0.830327803157802,0.607781683434051,0,0.196078431372552,7.86749482401657,0.759013282732443
2020-02-13,0.0174872422618975,-0.220302227117823,1.05941962229388,-0.391389432485328,4.60652591170825,0.251098556183308
2020-02-14,0.0143052420764904,0.0551971573463857,1.45852324521422,0.589390962671914,2.75229357798165,1.18973074514715
2020-02-17,-0.00953546397979421,-0.00689583836154253,-0.134770889487876,-0.390625000000006,-3.39285714285714,0.495049504950484
2020-02-18,-0.594433936773846,-0.465501189614139,0.134952766531719,0.784313725490193,0.184842883548986,-1.47783251231526
2020-02-19,0.602785283724813,0.441696113074197,-1.34770889487871,0.583657587548646,-1.29151291512916,1.5625
2020-02-20,-1.12523839796568,-0.489764947315783,0.591985428050997,-0.386847195357839,2.05607476635514,-0.12307692307692
2020-02-21,-0.769947920015425,-0.753860284560599,-1.62969669533725,0.388349514563112,-1.0989010989011,-0.73937153419594
2020-02-24,-3.89256961430679,-2.95976810784381,-4.41785549930971,-0.19342359767892,-3.88888888888889,-1.98634388578523
2020-02-25,-1.78493173773806,-2.30687564104872,-1.49253731343283,-1.74418604651163,-3.27552986512523,0.379987333755545
2020-02-26,-0.159599114482343,-0.569155108581518,-0.928641251221903,-1.38067061143985,-1.19521912350598,-2.33438485804416
2020-02-27,-3.74712090480937,-3.31592012152201,-3.15737543167243,-4.59999999999999,-2.62096774193549,-4.00516795865634
2020-02-28,-3.67870281081468,-1.75505824647455,-3.82068262862965,-4.08805031446541,-5.38302277432711,-2.75908479138627
2020-03-02,0.517260558418919,3.05991106950621,1.95974576271187,1.9672131147541,1.09409190371991,1.45328719723184
