"Date","AEX_disc_return","Portfolio_disc_return","MSCI_disc_return","Date.y","new_cases_per_million","reproduction_rate","dMonday","dPeriod","AEX_cont_return","Portfolio_cont_return","MSCI_cont_return"
2020-04-17,1.96339300112885,1.99868469792116,2.60863991795923,2020-04-16,62.132,0.96,0,0,1.94436707331849,1.97897320946171,2.5751952929836
2020-04-20,1.3720295757384,-1.11163544678735,-1.05357403127408,2020-04-19,62.423,0.93,1,0,1.36270246691265,-1.11786028830656,-1.05916341600509
2020-04-21,-3.31539121616351,-1.79739186594578,-3.00919593442898,2020-04-20,43.673,0.91,0,0,-3.37159607900819,-1.81374115704453,-3.05540154265608
2020-04-22,2.79570760045183,0.0100114730085562,1.78342843505239,2020-04-21,42.45,0.87,0,0,2.75734113017969,0.010010971894051,1.76771193670409
2020-04-23,0.610258624072841,2.53986278711753,0.315477586170149,2020-04-22,41.635,0.83,0,0,0.608404087287464,2.50814422265009,0.314980999771674
2020-04-24,-1.51931815965518,-2.46650199388778,0.427105246382353,2020-04-23,51.767,0.77,0,0,-1.53097804930426,-2.49742976972461,0.42619574070292
2020-04-27,1.43581415613737,1.10426926512591,1.76039947526554,2020-04-26,38.199,0.67,1,0,1.42560396157711,1.0982167288452,1.74508392570367
2020-04-28,1.51896757062808,0.42294845642683,0.13307273256539,2020-04-27,23.292,0.64,0,0,1.50754676522636,0.422056543446587,0.132984269276283
2020-04-29,1.34430832548032,9.41850458744221,2.28830100917813,2020-04-28,10.016,0.61,0,0,1.33535267289219,9.00098358336917,2.26251207933503
2020-04-30,-2.66433884924853,-0.177440028779168,-0.696305318717013,2020-04-29,22.477,0.61,0,0,-2.70047567415226,-0.177597640069503,-0.698740836546196
2020-05-04,-3.23832176557747,-4.42217329351163,-0.685389501838856,2020-05-03,19.507,0.62,1,0,-3.29191560971454,-4.52293310492126,-0.687749083415191
2020-05-05,2.72410388668372,1.91525085794208,1.00151489648208,2020-05-04,11.588,0.63,0,0,2.68766053233641,1.89714079873643,0.996532971575469
2020-05-06,-0.839495518113876,-2.32318824148516,-0.420798266811107,2020-05-05,18.517,0.66,0,0,-0.843039127972566,-2.35059963731713,-0.421686114291101
2020-05-07,2.11848481851449,1.06116675601464,0.790761892807838,2020-05-06,13.51,0.65,0,0,2.09635690102779,1.05557589902515,0.787651756044144
2020-05-08,0.834850656645888,2.71294320860601,1.75176421751764,2020-05-07,26.495,0.66,0,0,0.831385053598216,2.67679523004893,1.73659769314008
2020-05-11,-0.0461033098334535,-2.92478583732807,0.00203981723237412,2020-05-10,14.267,0.64,1,0,-0.0461139406769169,-2.9684104215988,0.00203979642837999
2020-05-12,0.0211404301116625,-1.59753464769608,-1.22590515043345,2020-05-11,9.375,0.64,0,0,0.0211381958376127,-1.61043278504071,-1.23348134930238
2020-05-13,-1.58519714088079,-4.77693284132188,-1.54468858417314,2020-05-12,11.413,0.66,0,0,-1.59789576840232,-4.89479714542263,-1.55674319689239
2020-05-14,-2.56935902692362,-2.4345498031675,-0.0461448108062695,2020-05-13,13.218,0.66,0,0,-2.60294357664017,-2.46467491245833,-0.0461554608004976
2020-05-15,0.256497605354393,-0.326385227320841,0.379821211230957,2020-05-14,15.722,0.64,0,0,0.256169211674721,-0.326919025713096,0.379101711767336
2020-05-18,3.91357358437768,10.0413113352335,2.80965820006272,2020-05-17,7.279,0.63,1,0,3.83893444349208,9.56856668932555,2.77091139822983
