"Date","Price","Open","High","Low","Vol.","Change %"
"May 07, 2020","17.00","16.60","17.18","16.40","72.59K","4.29%"
"May 06, 2020","16.30","16.84","16.84","16.12","47.00K","-1.21%"
"May 05, 2020","16.50","16.34","16.80","16.22","54.78K","2.23%"
"May 04, 2020","16.14","16.50","16.66","16.04","84.81K","-3.70%"
"Apr 30, 2020","16.76","16.98","17.62","15.80","258.15K","0.96%"
"Apr 29, 2020","16.60","15.28","16.80","15.28","154.28K","8.64%"
"Apr 28, 2020","15.28","14.70","15.74","14.62","553.82K","3.24%"
"Apr 27, 2020","14.80","15.00","15.28","14.54","77.94K","1.23%"
"Apr 24, 2020","14.62","14.98","14.98","14.60","44.33K","-2.92%"
"Apr 23, 2020","15.06","14.92","15.20","14.92","126.33K","0.94%"
"Apr 22, 2020","14.92","14.98","15.32","14.78","54.75K","1.22%"
"Apr 21, 2020","14.74","14.84","15.06","14.42","47.73K","-2.12%"
"Apr 20, 2020","15.06","15.30","15.48","14.84","32.40K","-1.95%"
"Apr 17, 2020","15.36","15.48","15.62","15.12","45.51K","1.99%"
"Apr 16, 2020","15.06","15.26","15.62","15.02","27.49K","-1.18%"
"Apr 15, 2020","15.24","16.00","16.12","15.02","64.55K","-6.04%"
"Apr 14, 2020","16.22","17.10","17.20","16.00","105.22K","-4.36%"
"Apr 09, 2020","16.96","16.94","17.54","16.54","86.26K","1.80%"
"Apr 08, 2020","16.66","15.96","16.92","15.54","68.33K","4.12%"
"Apr 07, 2020","16.00","15.00","16.26","14.82","128.28K","8.25%"
"Apr 06, 2020","14.78","14.52","15.36","14.10","88.85K","6.03%"
"Apr 03, 2020","13.94","14.42","14.68","13.88","48.36K","-4.91%"
"Apr 02, 2020","14.66","15.00","15.00","14.44","64.62K","-0.41%"
"Apr 01, 2020","14.72","15.00","15.28","14.54","45.20K","-3.79%"
"Mar 31, 2020","15.30","14.56","15.30","14.56","93.21K","5.66%"
"Mar 30, 2020","14.48","15.26","15.26","14.48","57.43K","-3.98%"
"Mar 27, 2020","15.08","16.02","16.02","14.70","77.85K","-4.56%"
"Mar 26, 2020","15.80","15.50","16.12","14.80","105.63K","2.46%"
"Mar 25, 2020","15.42","16.40","16.90","15.10","122.30K","-5.86%"
"Mar 24, 2020","16.38","16.00","16.50","15.46","104.43K","4.73%"
"Mar 23, 2020","15.64","15.38","15.98","14.30","139.42K","-1.14%"
"Mar 20, 2020","15.82","16.76","17.42","15.70","126.48K","-4.35%"
"Mar 19, 2020","16.54","16.38","16.90","15.00","108.18K","4.68%"
"Mar 18, 2020","15.80","15.40","16.22","15.00","158.81K","1.94%"
"Mar 17, 2020","15.50","18.00","18.10","14.90","239.35K","-12.73%"
"Mar 16, 2020","17.76","18.98","19.38","16.56","184.73K","-10.30%"
"Mar 13, 2020","19.80","21.65","21.85","19.32","363.77K","-6.60%"
"Mar 12, 2020","21.20","21.35","21.70","20.90","273.67K","-5.99%"
"Mar 11, 2020","22.55","22.70","23.00","22.40","82.00K","1.12%"
"Mar 10, 2020","22.30","22.20","23.15","21.85","217.36K","2.29%"
"Mar 09, 2020","21.80","22.00","22.35","21.05","338.23K","-5.63%"
"Mar 06, 2020","23.10","23.50","23.65","22.45","153.67K","-1.91%"
"Mar 05, 2020","23.55","24.85","24.85","23.45","241.40K","-4.85%"
"Mar 04, 2020","24.75","24.20","25.40","24.05","140.58K","2.27%"
"Mar 03, 2020","24.20","23.55","24.85","23.55","230.48K","4.76%"
"Mar 02, 2020","23.10","23.00","23.40","22.55","95.70K","1.09%"
"Feb 28, 2020","22.85","23.80","23.80","22.85","144.87K","-5.38%"
"Feb 27, 2020","24.15","25.00","25.00","23.90","52.77K","-2.62%"
"Feb 26, 2020","24.80","25.00","25.10","24.20","59.69K","-1.20%"
"Feb 25, 2020","25.10","25.80","26.10","25.10","62.31K","-3.28%"
"Feb 24, 2020","25.95","26.75","26.75","25.80","86.87K","-3.89%"
"Feb 21, 2020","27.00","27.25","27.25","26.80","17.17K","-1.10%"
"Feb 20, 2020","27.30","26.60","27.30","26.45","30.11K","2.06%"
"Feb 19, 2020","26.75","27.00","27.10","26.50","43.45K","-1.29%"
"Feb 18, 2020","27.10","27.05","27.35","27.00","17.52K","0.18%"
"Feb 17, 2020","27.05","28.05","28.05","27.00","46.17K","-3.39%"
"Feb 14, 2020","28.00","27.25","28.05","27.25","55.63K","2.75%"
"Feb 13, 2020","27.25","26.25","27.25","26.05","76.34K","4.61%"
"Feb 12, 2020","26.05","25.00","26.10","24.80","161.49K","7.87%"
"Feb 11, 2020","24.15","23.60","24.20","23.25","55.78K","2.77%"
"Feb 10, 2020","23.50","23.50","23.50","22.95","77.84K","-0.63%"
"Feb 07, 2020","23.65","24.75","24.75","23.60","47.40K","-3.27%"
"Feb 06, 2020","24.45","24.50","24.85","24.40","27.24K","0.62%"
"Feb 05, 2020","24.30","24.25","24.55","24.25","25.21K","-0.21%"
"Feb 04, 2020","24.35","24.10","24.60","24.10","16.77K","1.04%"
"Feb 03, 2020","24.10","24.30","24.50","24.10","33.01K","-0.82%"
"Jan 31, 2020","24.30","24.60","24.80","24.30","20.67K","-1.22%"
"Jan 30, 2020","24.60","24.55","24.75","24.30","71.35K","0.00%"
"Jan 29, 2020","24.60","24.80","25.25","24.60","46.17K","0.00%"
"Jan 28, 2020","24.60","24.50","25.00","24.05","116.15K","1.03%"
"Jan 27, 2020","24.35","24.70","24.75","24.30","25.97K","-1.22%"
"Jan 24, 2020","24.65","24.65","24.95","24.60","30.59K","0.41%"
"Jan 23, 2020","24.55","24.85","25.25","24.45","50.68K","-1.21%"
"Jan 22, 2020","24.85","25.25","25.30","24.50","42.89K","-0.80%"
"Jan 21, 2020","25.05","25.05","25.45","24.85","28.99K","-0.20%"
"Jan 20, 2020","25.10","25.25","25.35","24.90","37.26K","-0.59%"
"Jan 17, 2020","25.25","25.70","26.40","25.25","61.60K","-1.75%"
"Jan 16, 2020","25.70","25.35","25.90","25.20","84.78K","2.39%"
"Jan 15, 2020","25.10","25.60","25.75","24.90","76.49K","-2.14%"
"Jan 14, 2020","25.65","25.85","25.95","25.65","16.81K","0.00%"
"Jan 13, 2020","25.65","25.65","25.95","25.60","25.78K","0.59%"
"Jan 10, 2020","25.50","26.00","26.25","25.50","48.51K","-1.54%"
"Jan 09, 2020","25.90","26.00","26.25","25.85","29.38K","0.39%"
"Jan 08, 2020","25.80","26.30","26.30","25.60","66.62K","-1.90%"
"Jan 07, 2020","26.30","26.35","26.50","26.25","41.18K","-0.75%"
"Jan 06, 2020","26.50","26.90","26.90","26.10","44.71K","-1.30%"
"Jan 03, 2020","26.85","27.00","27.25","26.65","29.95K","-0.74%"
"Jan 02, 2020","27.05","26.75","27.15","26.60","37.02K","1.31%"
