"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 28, 2020","22.95","22.35","23.05","22.35","17.66K","3.85%"
"Sep 25, 2020","22.10","21.85","22.25","21.70","32.50K","1.14%"
"Sep 24, 2020","21.85","22.25","22.70","21.80","33.71K","-1.80%"
"Sep 23, 2020","22.25","22.50","22.70","22.15","35.08K","-0.89%"
"Sep 22, 2020","22.45","22.10","22.75","22.00","36.57K","1.13%"
"Sep 21, 2020","22.20","23.30","23.55","22.10","55.66K","-4.93%"
"Sep 18, 2020","23.35","24.95","24.95","23.15","114.76K","-6.41%"
"Sep 17, 2020","24.95","24.50","25.00","24.30","53.88K","0.00%"
"Sep 16, 2020","24.95","24.25","24.95","24.25","40.67K","2.04%"
"Sep 15, 2020","24.45","23.90","24.50","23.75","22.13K","2.09%"
"Sep 14, 2020","23.95","24.00","24.00","23.65","26.25K","-0.21%"
"Sep 11, 2020","24.00","24.05","24.35","23.85","19.48K","0.21%"
"Sep 10, 2020","23.95","24.55","24.60","23.85","33.67K","-2.84%"
"Sep 09, 2020","24.65","24.30","24.85","24.30","16.02K","1.44%"
"Sep 08, 2020","24.30","24.80","24.80","24.15","16.71K","-1.22%"
"Sep 07, 2020","24.60","24.40","24.90","24.35","19.82K","0.00%"
"Sep 04, 2020","24.60","24.95","25.15","24.40","28.23K","-1.60%"
"Sep 03, 2020","25.00","24.70","25.35","24.65","44.91K","2.04%"
"Sep 02, 2020","24.50","24.60","24.85","24.50","24.30K","-0.41%"
"Sep 01, 2020","24.60","24.55","24.80","24.40","34.21K","0.20%"
"Aug 31, 2020","24.55","24.70","24.90","24.55","38.14K","-0.61%"
"Aug 28, 2020","24.70","24.90","24.95","24.60","26.86K","-0.40%"
"Aug 27, 2020","24.80","24.50","24.90","24.50","23.62K","0.81%"
"Aug 26, 2020","24.60","24.25","25.05","24.25","71.79K","1.23%"
"Aug 25, 2020","24.30","24.60","25.00","24.30","61.33K","-1.42%"
"Aug 24, 2020","24.65","24.30","24.80","24.30","27.54K","1.44%"
"Aug 21, 2020","24.30","24.00","24.30","23.95","32.37K","1.04%"
"Aug 20, 2020","24.05","23.40","24.10","23.10","53.36K","2.34%"
"Aug 19, 2020","23.50","24.30","24.60","23.50","122.95K","-4.86%"
"Aug 18, 2020","24.70","24.60","25.40","24.60","71.17K","-0.40%"
"Aug 17, 2020","24.80","24.80","25.20","24.75","71.88K","-0.80%"
"Aug 14, 2020","25.00","25.00","25.05","24.70","50.92K","0.00%"
"Aug 13, 2020","25.00","25.00","25.15","24.55","24.75K","0.81%"
"Aug 12, 2020","24.80","24.60","25.10","24.45","75.18K","1.22%"
"Aug 11, 2020","24.50","23.75","25.30","23.75","126.63K","3.59%"
"Aug 10, 2020","23.65","23.10","23.75","22.80","39.64K","2.16%"
"Aug 07, 2020","23.15","23.35","23.35","23.10","29.54K","-0.22%"
"Aug 06, 2020","23.20","23.30","23.50","22.85","83.47K","-1.07%"
"Aug 05, 2020","23.45","22.40","23.45","22.25","113.88K","6.59%"
"Aug 04, 2020","22.00","21.55","22.30","21.55","56.48K","0.46%"
"Aug 03, 2020","21.90","21.50","21.95","21.25","45.20K","2.34%"
"Jul 31, 2020","21.40","21.20","21.75","21.20","38.58K","1.90%"
"Jul 30, 2020","21.00","21.20","21.20","20.70","36.75K","0.00%"
"Jul 29, 2020","21.00","21.30","21.40","20.85","28.24K","-1.64%"
"Jul 28, 2020","21.35","21.40","21.40","21.00","22.78K","0.23%"
"Jul 27, 2020","21.30","21.15","21.40","20.95","53.10K","1.19%"
"Jul 24, 2020","21.05","20.80","21.20","20.80","26.32K","-0.71%"
"Jul 23, 2020","21.20","20.75","21.20","20.20","49.43K","0.95%"
"Jul 22, 2020","21.00","21.85","21.95","20.80","38.78K","-2.10%"
"Jul 21, 2020","21.45","20.70","21.70","20.60","45.35K","4.38%"
"Jul 20, 2020","20.55","19.82","20.95","19.62","58.93K","3.68%"
"Jul 17, 2020","19.82","19.40","19.82","19.36","20.65K","2.06%"
"Jul 16, 2020","19.42","19.28","19.64","19.24","21.99K","0.73%"
"Jul 15, 2020","19.28","19.24","19.40","19.14","25.06K","-0.62%"
"Jul 14, 2020","19.40","19.24","19.86","19.14","38.77K","-0.92%"
"Jul 13, 2020","19.58","20.00","20.25","19.50","24.35K","-0.91%"
"Jul 10, 2020","19.76","19.00","19.80","19.00","31.76K","2.70%"
"Jul 09, 2020","19.24","19.40","19.88","19.06","24.66K","0.52%"
"Jul 08, 2020","19.14","19.38","19.38","18.84","22.38K","-0.73%"
"Jul 07, 2020","19.28","19.60","19.62","19.14","22.07K","-2.03%"
"Jul 06, 2020","19.68","19.42","19.90","19.42","20.20K","1.65%"
"Jul 03, 2020","19.36","19.38","19.62","19.10","18.83K","1.04%"
"Jul 02, 2020","19.16","19.68","19.74","19.12","22.74K","-0.73%"
"Jul 01, 2020","19.30","19.02","19.66","18.96","28.58K","1.58%"
"Jun 30, 2020","19.00","19.14","19.40","18.82","43.64K","-0.63%"
"Jun 29, 2020","19.12","18.50","19.46","18.34","52.73K","-2.05%"
"Jun 26, 2020","19.52","19.78","19.86","19.10","64.91K","0.83%"
"Jun 25, 2020","19.36","18.60","19.58","18.44","64.62K","4.09%"
"Jun 24, 2020","18.60","18.90","18.90","18.40","25.29K","-0.53%"
"Jun 23, 2020","18.70","18.50","18.96","18.32","31.06K","2.07%"
"Jun 22, 2020","18.32","19.18","19.20","18.02","67.68K","-3.58%"
"Jun 19, 2020","19.00","20.10","20.10","19.00","65.41K","-3.65%"
"Jun 18, 2020","19.72","20.30","20.30","19.56","34.59K","-2.62%"
"Jun 17, 2020","20.25","20.40","20.65","19.88","23.92K","0.00%"
"Jun 16, 2020","20.25","20.20","20.55","19.90","60.14K","1.86%"
"Jun 15, 2020","19.88","19.70","20.10","18.84","50.83K","-0.60%"
"Jun 12, 2020","20.00","19.42","20.20","19.12","44.37K","1.63%"
"Jun 11, 2020","19.68","20.00","20.45","19.12","40.27K","-5.61%"
"Jun 10, 2020","20.85","21.10","21.65","20.55","44.71K","-1.65%"
"Jun 09, 2020","21.20","22.10","22.10","20.65","55.02K","-3.42%"
"Jun 08, 2020","21.95","21.40","22.75","21.10","73.00K","2.33%"
"Jun 05, 2020","21.45","20.80","22.40","20.80","178.27K","3.37%"
"Jun 04, 2020","20.75","20.50","20.75","19.80","70.24K","2.47%"
"Jun 03, 2020","20.25","19.00","20.45","19.00","76.59K","6.80%"
"Jun 02, 2020","18.96","18.30","19.30","18.30","71.08K","3.27%"
"Jun 01, 2020","18.36","18.34","18.38","17.94","22.54K","2.23%"
"May 29, 2020","17.96","17.58","17.96","17.48","89.75K","0.00%"
"May 28, 2020","17.96","17.90","18.20","17.52","54.48K","0.34%"
"May 27, 2020","17.90","17.60","18.22","17.52","38.30K","0.34%"
"May 26, 2020","17.84","18.26","18.72","17.70","37.53K","-1.65%"
"May 25, 2020","18.14","17.38","18.14","17.38","29.65K","5.96%"
"May 22, 2020","17.12","16.98","17.44","16.80","29.97K","0.71%"
"May 21, 2020","17.00","17.16","17.32","16.56","28.71K","0.95%"
"May 20, 2020","16.84","16.80","17.06","16.52","23.61K","0.36%"
"May 19, 2020","16.78","17.00","17.48","16.68","60.41K","-0.36%"
"May 18, 2020","16.84","15.80","16.88","15.76","39.22K","9.07%"
"May 15, 2020","15.44","15.80","15.96","15.26","50.45K","-2.28%"
"May 14, 2020","15.80","16.36","16.40","15.44","69.93K","-3.42%"
"May 13, 2020","16.36","17.14","17.14","16.00","72.65K","-4.55%"
"May 12, 2020","17.14","16.92","17.36","16.64","51.62K","-0.12%"
"May 11, 2020","17.16","17.52","17.74","16.94","44.53K","-1.38%"
"May 08, 2020","17.40","17.26","17.68","17.10","48.35K","2.35%"
