"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 13, 2021","36.30","35.85","36.30","35.75","21.07K","0.97%"
"Aug 12, 2021","35.95","35.80","36.30","35.80","8.12K","-0.83%"
"Aug 11, 2021","36.25","35.80","36.35","35.80","15.60K","0.28%"
"Aug 10, 2021","36.15","36.90","36.90","35.80","11.66K","-1.09%"
"Aug 09, 2021","36.55","36.35","37.00","36.25","12.30K","0.14%"
"Aug 06, 2021","36.50","35.60","36.50","35.50","17.93K","1.96%"
"Aug 05, 2021","35.80","35.45","35.80","35.45","10.76K","0.85%"
"Aug 04, 2021","35.50","35.30","35.80","35.30","9.62K","0.00%"
"Aug 03, 2021","35.50","35.95","35.95","35.10","18.24K","-0.14%"
"Aug 02, 2021","35.55","35.05","35.75","35.05","14.74K","1.43%"
"Jul 30, 2021","35.05","35.20","35.45","35.05","14.13K","-0.71%"
