"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 09, 2021","23.34","22.74","23.53","22.68","162.14K","2.50%"
"Jun 08, 2021","22.77","22.64","22.81","22.36","131.90K","0.13%"
"Jun 07, 2021","22.74","22.60","22.95","22.17","97.37K","0.66%"
"Jun 04, 2021","22.59","23.13","23.13","22.53","108.77K","-1.48%"
"Jun 03, 2021","22.93","23.31","23.48","22.79","131.54K","-1.67%"
"Jun 02, 2021","23.32","23.49","23.74","23.29","82.62K","-1.14%"
"Jun 01, 2021","23.59","23.08","23.72","23.08","97.13K","2.48%"
"May 31, 2021","23.02","22.74","23.15","22.64","85.28K","-0.43%"
"May 28, 2021","23.12","22.55","23.21","22.55","170.58K","2.12%"
"May 27, 2021","22.64","22.09","22.64","22.09","200.97K","2.03%"
"May 26, 2021","22.19","21.54","22.24","21.33","115.27K","0.45%"
"May 25, 2021","22.09","21.73","22.30","21.64","151.36K","1.66%"
"May 24, 2021","21.73","21.35","21.73","21.35","87.05K","1.49%"
"May 21, 2021","21.41","21.01","21.54","21.01","68.08K","0.28%"
"May 20, 2021","21.35","21.64","21.73","21.32","73.29K","-1.34%"
"May 19, 2021","21.64","21.77","21.90","21.51","69.99K","-1.05%"
"May 18, 2021","21.87","21.69","21.90","21.56","73.43K","1.16%"
"May 17, 2021","21.62","21.43","21.79","21.43","64.51K","1.17%"
"May 14, 2021","21.37","20.80","21.43","20.77","63.09K","2.74%"
"May 13, 2021","20.80","20.82","20.99","20.18","113.49K","-1.38%"
"May 12, 2021","21.09","21.71","21.85","21.09","84.03K","-3.79%"
"May 11, 2021","21.92","22.09","22.43","21.85","170.03K","-1.39%"
"May 10, 2021","22.23","21.13","22.41","21.07","179.47K","6.16%"
"May 07, 2021","20.94","20.58","21.05","20.52","108.52K","1.75%"
"May 06, 2021","20.58","20.35","20.69","20.22","66.55K","2.18%"
"May 05, 2021","20.14","20.58","20.58","20.05","68.89K","-0.64%"
"May 04, 2021","20.27","20.37","20.94","20.22","103.94K","-1.03%"
"May 03, 2021","20.48","20.27","20.82","20.25","90.08K","0.44%"
"Apr 30, 2021","20.39","20.73","20.75","20.27","143.51K","-1.64%"
"Apr 29, 2021","20.73","20.65","20.97","20.60","91.29K","0.83%"
"Apr 28, 2021","20.56","20.05","20.69","20.05","78.70K","1.43%"
"Apr 27, 2021","20.27","20.20","20.29","19.84","103.86K","0.35%"
"Apr 26, 2021","20.20","19.35","20.33","19.12","111.18K","4.02%"
"Apr 23, 2021","19.42","19.50","19.65","19.29","62.72K","-0.77%"
"Apr 22, 2021","19.57","19.27","19.65","19.12","96.43K","1.66%"
"Apr 21, 2021","19.25","19.04","19.44","18.91","98.49K","-0.52%"
"Apr 20, 2021","19.35","19.52","19.52","19.12","98.60K","-1.02%"
"Apr 19, 2021","19.55","19.65","19.74","19.40","65.47K","-0.51%"
"Apr 16, 2021","19.65","19.33","19.88","19.33","66.64K","0.77%"
"Apr 15, 2021","19.50","19.55","19.71","19.36","118.84K","-0.15%"
"Apr 14, 2021","19.53","19.06","19.53","19.06","66.55K","1.56%"
"Apr 13, 2021","19.23","19.42","19.42","18.99","115.96K","0.00%"
"Apr 12, 2021","19.23","19.16","19.33","18.82","171.04K","0.21%"
"Apr 09, 2021","19.19","19.71","19.71","19.08","130.00K","-1.94%"
"Apr 08, 2021","19.57","19.36","19.65","19.06","235.52K","1.98%"
"Apr 07, 2021","19.19","18.33","19.23","18.23","243.01K","5.09%"
"Apr 06, 2021","18.26","18.47","18.87","18.23","146.71K","-0.27%"
"Apr 01, 2021","18.31","18.02","18.45","17.91","224.28K","2.81%"
"Mar 31, 2021","17.81","17.81","18.19","17.81","145.26K","-0.11%"
"Mar 30, 2021","17.83","17.91","17.92","17.53","89.38K","1.71%"
"Mar 29, 2021","17.53","17.98","17.98","17.13","172.83K","-0.96%"
"Mar 26, 2021","17.70","17.30","18.23","16.88","333.99K","6.18%"
"Mar 25, 2021","16.67","16.86","16.86","16.43","131.10K","0.00%"
"Mar 24, 2021","16.67","16.64","16.83","16.14","220.78K","2.21%"
"Mar 23, 2021","16.31","16.35","16.54","16.11","134.66K","-0.73%"
"Mar 22, 2021","16.43","17.00","17.11","16.35","114.52K","-3.52%"
"Mar 19, 2021","17.03","17.26","17.45","16.81","246.75K","-2.07%"
"Mar 18, 2021","17.39","17.94","18.15","17.39","104.62K","-2.90%"
"Mar 17, 2021","17.91","18.19","18.47","17.89","84.68K","-2.56%"
"Mar 16, 2021","18.38","18.15","18.68","18.15","144.20K","1.49%"
"Mar 15, 2021","18.11","17.91","18.27","17.89","83.20K","0.95%"
"Mar 12, 2021","17.94","18.00","18.00","17.70","70.29K","-0.44%"
"Mar 11, 2021","18.02","18.02","18.13","17.81","69.77K","0.33%"
"Mar 10, 2021","17.96","17.58","18.36","17.58","159.93K","1.35%"
"Mar 09, 2021","17.72","17.62","17.83","17.45","105.82K","1.20%"
"Mar 08, 2021","17.51","16.90","17.73","16.90","201.45K","3.49%"
"Mar 05, 2021","16.92","17.09","17.13","16.86","109.69K","-1.86%"
"Mar 04, 2021","17.24","16.96","17.32","16.90","111.03K","1.41%"
"Mar 03, 2021","17.00","17.24","17.24","16.86","63.76K","1.25%"
"Mar 02, 2021","16.79","17.15","17.37","16.71","118.82K","-1.41%"
"Mar 01, 2021","17.03","16.28","17.11","16.28","102.30K","2.16%"
"Feb 26, 2021","16.67","16.18","16.83","15.63","172.79K","-0.60%"
"Feb 25, 2021","16.77","16.50","17.07","16.48","166.87K","2.19%"
"Feb 24, 2021","16.41","15.73","16.41","15.59","200.05K","4.72%"
"Feb 23, 2021","15.67","15.25","15.67","15.16","164.42K","3.50%"
"Feb 22, 2021","15.14","14.78","15.14","14.40","83.55K","2.57%"
"Feb 19, 2021","14.76","14.99","15.10","14.72","60.19K","-1.99%"
"Feb 18, 2021","15.06","15.08","15.29","14.93","141.08K","-0.13%"
"Feb 17, 2021","15.08","14.74","15.29","14.65","269.17K","2.31%"
"Feb 16, 2021","14.74","14.89","15.12","14.65","144.61K","-1.67%"
"Feb 15, 2021","14.99","14.97","15.03","14.84","74.55K","0.81%"
"Feb 12, 2021","14.87","14.85","15.16","14.80","94.33K","0.47%"
"Feb 11, 2021","14.80","14.68","14.82","14.08","182.51K","-0.60%"
"Feb 10, 2021","14.89","14.80","15.29","14.65","121.08K","0.88%"
"Feb 09, 2021","14.76","14.68","14.87","14.59","65.88K","0.41%"
"Feb 08, 2021","14.70","14.97","15.01","14.61","142.57K","-1.67%"
"Feb 05, 2021","14.95","14.97","14.97","14.65","103.00K","-0.13%"
"Feb 04, 2021","14.97","14.91","15.08","14.76","94.55K","-0.60%"
"Feb 03, 2021","15.06","15.27","15.50","14.99","61.04K","-1.38%"
"Feb 02, 2021","15.27","15.16","15.48","15.06","166.30K","0.99%"
"Feb 01, 2021","15.12","15.12","15.27","14.87","158.26K","0.40%"
"Jan 29, 2021","15.06","15.12","15.25","14.85","143.91K","-1.25%"
"Jan 28, 2021","15.25","14.91","15.27","14.42","147.30K","1.13%"
"Jan 27, 2021","15.08","14.67","15.61","14.67","255.12K","2.17%"
"Jan 26, 2021","14.76","14.21","14.87","14.10","149.05K","4.02%"
"Jan 25, 2021","14.19","14.97","14.97","13.96","170.08K","-3.86%"
"Jan 22, 2021","14.76","14.67","14.95","14.40","125.96K","-0.61%"
"Jan 21, 2021","14.85","15.63","15.67","14.84","208.46K","-5.23%"
"Jan 20, 2021","15.67","15.93","15.95","15.59","106.57K","-1.45%"
"Jan 19, 2021","15.90","15.75","16.29","15.65","196.26K","1.08%"
"Jan 18, 2021","15.73","15.46","15.75","15.33","111.98K","-1.19%"
"Jan 15, 2021","15.92","16.01","16.26","15.65","155.55K","-1.36%"
"Jan 14, 2021","16.14","15.50","16.18","15.44","158.05K","4.13%"
"Jan 13, 2021","15.50","15.69","15.69","15.33","132.81K","-0.70%"
"Jan 12, 2021","15.61","15.25","15.88","15.14","160.41K","3.51%"
"Jan 11, 2021","15.08","15.63","15.63","15.01","206.41K","-3.15%"
"Jan 08, 2021","15.57","16.20","16.20","15.57","233.07K","0.45%"
"Jan 07, 2021","15.50","15.18","15.50","14.84","178.67K","2.79%"
"Jan 06, 2021","15.08","14.78","15.14","14.67","128.81K","1.89%"
"Jan 05, 2021","14.80","14.48","14.91","14.36","150.26K","2.14%"
"Jan 04, 2021","14.49","14.72","15.03","14.38","186.35K","-0.55%"
"Dec 31, 2020","14.57","14.59","14.68","14.48","70.91K","-1.15%"
"Dec 30, 2020","14.74","14.97","15.01","14.67","86.99K","-1.27%"
"Dec 29, 2020","14.93","14.68","15.16","14.59","230.88K","2.19%"
"Dec 28, 2020","14.61","14.67","14.87","14.32","120.50K","-0.41%"
"Dec 24, 2020","14.67","14.67","14.78","14.44","39.97K","0.55%"
"Dec 23, 2020","14.59","14.12","14.63","14.08","133.41K","3.48%"
"Dec 22, 2020","14.10","14.19","14.34","13.96","110.65K","1.00%"
"Dec 21, 2020","13.96","14.46","14.46","13.28","394.61K","-3.79%"
"Dec 18, 2020","14.51","14.67","14.82","14.40","229.01K","-1.09%"
"Dec 17, 2020","14.67","14.40","14.74","14.31","151.43K","2.95%"
"Dec 16, 2020","14.25","14.19","14.48","14.15","158.95K","0.42%"
"Dec 15, 2020","14.19","13.40","14.19","13.32","180.49K","5.35%"
"Dec 14, 2020","13.47","14.12","14.49","13.47","274.70K","-4.67%"
"Dec 11, 2020","14.13","14.21","14.53","14.06","137.55K","-2.75%"
"Dec 10, 2020","14.53","14.59","14.65","14.23","172.02K","0.14%"
"Dec 09, 2020","14.51","14.49","14.72","14.34","159.04K","0.35%"
"Dec 08, 2020","14.46","15.06","15.16","14.46","144.02K","-3.54%"
"Dec 07, 2020","14.99","15.06","15.25","14.78","152.69K","-1.38%"
"Dec 04, 2020","15.20","14.29","15.40","14.21","285.35K","3.26%"
"Dec 03, 2020","14.72","14.40","14.78","14.25","171.26K","1.94%"
"Dec 02, 2020","14.44","14.53","14.53","13.91","236.11K","1.19%"
"Dec 01, 2020","14.27","13.74","14.27","13.74","172.65K","4.16%"
"Nov 30, 2020","13.70","14.49","14.49","13.59","419.09K","-5.71%"
"Nov 27, 2020","14.53","14.97","15.06","14.53","249.48K","-3.33%"
"Nov 26, 2020","15.03","14.97","15.35","14.89","205.92K","-1.18%"
"Nov 25, 2020","15.21","14.85","15.21","14.25","307.58K","3.33%"
"Nov 24, 2020","14.72","14.36","14.72","14.08","344.41K","3.74%"
"Nov 23, 2020","14.19","13.96","14.29","13.96","246.94K","2.75%"
"Nov 20, 2020","13.81","14.21","14.32","13.81","240.70K","-2.26%"
"Nov 19, 2020","14.13","14.49","14.78","14.12","263.71K","-4.85%"
"Nov 18, 2020","14.85","14.51","14.95","14.23","252.33K","2.48%"
"Nov 17, 2020","14.49","14.44","14.49","13.96","319.56K","0.91%"
"Nov 16, 2020","14.36","13.05","14.36","13.04","802.69K","11.15%"
"Nov 13, 2020","12.92","12.39","12.92","12.16","445.47K","1.89%"
"Nov 12, 2020","12.68","12.81","13.23","12.18","405.32K","-4.52%"
"Nov 11, 2020","13.28","13.79","14.04","12.96","517.27K","-2.35%"
"Nov 10, 2020","13.60","11.37","13.64","11.37","1.03M","21.65%"
"Nov 09, 2020","11.18","9.31","11.25","9.28","895.04K","22.86%"
"Nov 06, 2020","9.10","9.19","9.51","9.09","112.90K","-3.09%"
"Nov 05, 2020","9.39","9.47","9.47","9.19","116.50K","0.75%"
"Nov 04, 2020","9.32","9.28","9.37","9.00","158.03K","0.54%"
"Nov 03, 2020","9.27","9.10","9.32","9.10","104.88K","2.54%"
"Nov 02, 2020","9.04","8.95","9.05","8.72","123.63K","1.92%"
"Oct 30, 2020","8.87","8.56","8.91","8.49","153.60K","2.07%"
"Oct 29, 2020","8.69","8.81","9.00","8.49","260.10K","-2.25%"
"Oct 28, 2020","8.89","9.09","9.10","8.64","287.92K","-2.20%"
"Oct 27, 2020","9.09","9.97","10.14","9.09","320.74K","-5.02%"
"Oct 26, 2020","9.57","9.55","9.83","9.42","195.15K","-0.93%"
"Oct 23, 2020","9.66","9.15","9.66","9.14","264.41K","5.23%"
"Oct 22, 2020","9.18","9.38","9.39","8.93","173.48K","-3.27%"
"Oct 21, 2020","9.49","9.72","9.80","9.34","250.32K","-2.97%"
"Oct 20, 2020","9.78","9.72","9.97","9.43","179.35K","1.45%"
"Oct 19, 2020","9.64","9.66","9.83","9.59","123.46K","1.15%"
"Oct 16, 2020","9.53","9.49","9.64","9.42","121.83K","-0.42%"
"Oct 15, 2020","9.57","9.47","9.66","9.23","199.14K","0.00%"
"Oct 14, 2020","9.57","9.66","9.83","9.31","211.85K","-2.35%"
"Oct 13, 2020","9.80","10.16","10.48","9.68","196.21K","-4.02%"
"Oct 12, 2020","10.21","10.33","10.48","10.06","150.38K","-1.35%"
"Oct 09, 2020","10.35","10.44","10.69","10.29","159.48K","-1.05%"
"Oct 08, 2020","10.46","10.23","10.61","10.16","181.70K","2.95%"
"Oct 07, 2020","10.16","10.29","10.48","9.97","183.00K","-2.68%"
"Oct 06, 2020","10.44","10.35","10.52","10.25","179.77K","1.26%"
"Oct 05, 2020","10.31","10.00","10.42","9.83","244.10K","3.83%"
"Oct 02, 2020","9.93","9.45","10.21","9.42","270.67K","5.19%"
"Oct 01, 2020","9.44","9.45","9.57","9.15","136.21K","0.64%"
"Sep 30, 2020","9.38","8.73","9.42","8.59","253.21K","7.08%"
"Sep 29, 2020","8.76","9.23","9.23","8.75","133.04K","-4.05%"
"Sep 28, 2020","9.13","8.49","9.14","8.43","189.72K","9.08%"
"Sep 25, 2020","8.37","8.58","8.63","8.19","280.72K","-1.30%"
"Sep 24, 2020","8.48","8.95","8.95","8.48","294.28K","-5.88%"
"Sep 23, 2020","9.01","9.25","9.55","9.01","168.05K","-2.80%"
"Sep 22, 2020","9.27","9.20","9.43","9.05","158.37K","0.22%"
"Sep 21, 2020","9.25","9.49","9.57","9.22","220.87K","-3.55%"
"Sep 18, 2020","9.59","10.08","10.08","9.15","516.76K","-4.00%"
"Sep 17, 2020","9.99","10.33","10.53","9.85","466.69K","-7.33%"
"Sep 16, 2020","10.78","10.38","10.99","10.10","317.22K","6.31%"
"Sep 15, 2020","10.14","10.06","10.99","9.83","598.72K","6.85%"
"Sep 14, 2020","9.49","9.47","9.57","9.23","120.41K","1.06%"
"Sep 11, 2020","9.39","9.66","9.81","9.39","181.08K","-3.00%"
"Sep 10, 2020","9.68","9.70","9.85","9.53","133.27K","0.00%"
"Sep 09, 2020","9.68","9.09","9.76","8.96","209.84K","7.32%"
"Sep 08, 2020","9.02","9.14","9.27","8.93","122.25K","-0.44%"
"Sep 07, 2020","9.06","9.28","9.37","9.05","133.50K","-1.09%"
"Sep 04, 2020","9.16","9.43","9.43","9.09","126.56K","-0.87%"
"Sep 03, 2020","9.24","8.95","9.40","8.95","251.61K","3.36%"
"Sep 02, 2020","8.94","9.11","9.19","8.78","272.12K","-0.67%"
"Sep 01, 2020","9.00","9.80","9.80","8.86","330.61K","-5.36%"
"Aug 31, 2020","9.51","9.55","10.04","9.51","290.11K","1.39%"
"Aug 28, 2020","9.38","9.61","10.27","9.33","648.54K","5.16%"
"Aug 27, 2020","8.92","8.87","8.92","8.55","152.23K","1.36%"
"Aug 26, 2020","8.80","8.93","8.96","8.72","116.24K","0.57%"
"Aug 25, 2020","8.75","8.89","9.09","8.73","126.71K","-0.11%"
"Aug 24, 2020","8.76","9.00","9.00","8.59","141.45K","-0.79%"
"Aug 21, 2020","8.83","8.92","9.02","8.76","75.39K","0.23%"
"Aug 20, 2020","8.81","8.62","8.81","8.45","129.97K","2.32%"
"Aug 19, 2020","8.61","8.82","8.82","8.46","239.41K","-3.04%"
"Aug 18, 2020","8.88","9.25","9.31","8.77","162.67K","-4.21%"
"Aug 17, 2020","9.27","9.61","9.78","9.23","172.46K","-5.41%"
"Aug 14, 2020","9.80","10.00","10.00","9.51","139.56K","-1.11%"
"Aug 13, 2020","9.91","10.14","10.14","9.81","94.25K","-0.90%"
"Aug 12, 2020","10.00","10.17","10.29","9.95","249.61K","-2.06%"
"Aug 11, 2020","10.21","9.93","10.31","9.87","284.53K","3.44%"
"Aug 10, 2020","9.87","9.93","10.00","9.41","283.03K","1.13%"
"Aug 07, 2020","9.76","9.91","9.91","9.61","80.08K","-0.41%"
"Aug 06, 2020","9.80","10.16","10.17","9.70","107.62K","-2.00%"
"Aug 05, 2020","10.00","9.76","10.16","9.76","109.10K","2.46%"
"Aug 04, 2020","9.76","10.02","10.02","9.63","112.75K","1.77%"
"Aug 03, 2020","9.59","10.06","10.06","9.53","128.83K","-2.84%"
"Jul 31, 2020","9.87","9.89","10.29","9.68","81.83K","3.13%"
"Jul 30, 2020","9.57","10.10","10.10","9.51","213.61K","-6.08%"
"Jul 29, 2020","10.19","10.10","10.29","9.99","130.58K","0.89%"
"Jul 28, 2020","10.10","9.93","10.17","9.66","106.68K","3.27%"
"Jul 27, 2020","9.78","10.50","10.50","9.78","86.47K","-4.77%"
"Jul 24, 2020","10.27","10.23","10.40","10.12","63.87K","-0.87%"
"Jul 23, 2020","10.36","10.78","10.78","10.36","100.54K","-3.54%"
"Jul 22, 2020","10.74","10.86","10.91","10.57","63.62K","-0.19%"
"Jul 21, 2020","10.76","10.61","10.89","10.57","92.76K","2.18%"
"Jul 20, 2020","10.53","10.42","10.63","10.25","130.25K","0.00%"
"Jul 17, 2020","10.53","10.80","10.84","10.36","118.74K","-2.14%"
"Jul 16, 2020","10.76","10.89","11.18","10.76","99.53K","-1.19%"
"Jul 15, 2020","10.89","11.18","11.24","10.76","80.09K","-1.27%"
"Jul 14, 2020","11.03","10.95","11.22","10.74","98.86K","0.18%"
"Jul 13, 2020","11.01","10.89","11.14","10.82","58.95K","1.38%"
"Jul 10, 2020","10.86","10.69","10.86","10.52","122.10K","1.31%"
"Jul 09, 2020","10.72","11.08","11.14","10.72","115.91K","-2.81%"
"Jul 08, 2020","11.03","10.88","11.08","10.69","137.48K","-0.18%"
"Jul 07, 2020","11.05","11.35","11.35","10.97","95.15K","-2.64%"
"Jul 06, 2020","11.35","10.97","11.46","10.93","192.33K","4.70%"
"Jul 03, 2020","10.84","11.08","11.24","10.67","191.28K","-3.21%"
"Jul 02, 2020","11.20","11.31","11.46","10.99","235.43K","0.54%"
"Jul 01, 2020","11.14","10.88","11.22","10.71","170.09K","3.15%"
"Jun 30, 2020","10.80","11.27","11.37","10.69","184.11K","-4.00%"
"Jun 29, 2020","11.25","11.08","11.56","11.05","98.66K","0.63%"
"Jun 26, 2020","11.18","11.37","11.39","11.03","131.72K","-0.97%"
"Jun 25, 2020","11.29","11.37","11.73","11.14","146.05K","-0.70%"
"Jun 24, 2020","11.37","11.52","11.75","11.35","202.27K","-2.57%"
"Jun 23, 2020","11.67","11.73","11.96","11.52","166.17K","-0.34%"
"Jun 22, 2020","11.71","12.07","12.09","11.58","350.32K","-3.70%"
"Jun 19, 2020","12.16","12.79","12.96","12.16","323.80K","-2.80%"
"Jun 18, 2020","12.51","12.71","12.79","12.26","154.79K","-1.73%"
"Jun 17, 2020","12.73","12.88","13.07","12.54","137.70K","0.39%"
"Jun 16, 2020","12.68","12.79","13.05","12.49","153.60K","2.67%"
"Jun 15, 2020","12.35","11.80","12.39","11.46","173.29K","1.23%"
"Jun 12, 2020","12.20","11.97","12.69","11.61","316.48K","0.91%"
"Jun 11, 2020","12.09","12.37","12.79","11.96","333.76K","-8.82%"
"Jun 10, 2020","13.26","13.59","14.21","12.90","372.46K","-2.43%"
"Jun 09, 2020","13.59","14.15","14.48","13.59","457.66K","-2.65%"
"Jun 08, 2020","13.96","14.21","14.78","13.45","403.28K","-2.79%"
"Jun 05, 2020","14.36","13.98","14.80","13.98","507.85K","4.97%"
"Jun 04, 2020","13.68","13.76","13.89","13.07","490.06K","-0.58%"
"Jun 03, 2020","13.76","13.36","13.95","12.73","486.16K","8.43%"
"Jun 02, 2020","12.69","11.65","12.81","11.65","555.04K","9.97%"
"Jun 01, 2020","11.54","11.03","11.54","10.97","192.72K","6.65%"
"May 29, 2020","10.82","11.20","11.37","10.55","392.89K","-4.50%"
"May 28, 2020","11.33","11.20","11.71","11.10","402.52K","4.71%"
"May 27, 2020","10.82","10.40","11.05","10.33","312.59K","5.56%"
"May 26, 2020","10.25","10.33","10.76","10.02","341.36K","0.79%"
"May 25, 2020","10.17","9.61","10.17","9.59","268.84K","6.94%"
"May 22, 2020","9.51","9.74","9.74","9.25","296.41K","-1.25%"
"May 21, 2020","9.63","9.89","9.89","9.51","254.52K","-1.83%"
"May 20, 2020","9.81","9.76","10.00","9.45","241.01K","-0.41%"
"May 19, 2020","9.85","10.08","10.33","9.53","220.33K","-1.40%"
"May 18, 2020","9.99","9.19","9.99","8.95","303.59K","12.88%"
"May 15, 2020","8.85","8.84","8.95","8.49","236.67K","3.15%"
"May 14, 2020","8.58","8.70","8.70","8.22","463.76K","-2.94%"
"May 13, 2020","8.84","9.37","9.49","8.72","850.14K","-5.96%"
"May 12, 2020","9.40","9.66","9.72","9.19","588.20K","-1.78%"
"May 11, 2020","9.57","10.12","10.23","9.53","131.85K","-3.43%"
"May 08, 2020","9.91","9.70","10.10","9.66","168.99K","4.21%"
"May 07, 2020","9.51","9.47","9.89","9.29","236.92K","2.15%"
"May 06, 2020","9.31","10.08","10.08","9.11","376.92K","-1.59%"
"May 05, 2020","9.46","9.38","9.66","9.09","244.56K","4.99%"
